Cod_ID,UDH_Atlas,NOME_UDH,CODMUN6,NOME_MUN,CODUF,NOME_UF,CODRM,NOME_RM,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,MULCHEFEFDOM,DOMVULNERACOMID,POPVULNERAVEL15A24,OCUPMMEIOD,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1320530905011,1320530905011,Santa Lúcia,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,80.21,1.26,7.90,9.26,95.67,89.19,31.30,11.28,11.43,0.90,0.00,0.83,0.00,0.86,0.32,1.02,6.67,4.55,102.01,109.22,81.95,91.55,94.18,95.98,63.16,46.73,60.16,97.89,55.95,22.46,100.00,98.64,98.44,18.64,0.91,1.46,97.06,81.36,95.54,88.15,87.14,77.58,82.63,79.53,79.11,47.30,733.33,1333.33,2000.00,3000.00,4500.00,0.45,,,0.84,3.49,4.57,10.48,32.67,4.01,48.92,13.49,28.47,51.08,70.61,9.69,7.25,2200.41,441.21,7188.56,1042.55,1648.57,2487.46,5382.25,2200.41,,85.84,169.30,0.37,0.59,16.92,3.35,1.20,62.93,1.52,5.81,18.19,8.71,75.14,50.11,11.26,11.63,93.21,86.72,53.15,0.11,4.09,25.48,41.74,64.84,2715.68,0.36,,0.00,14.05,66.34,67.82,88.36,,,42.38,14.54,4.08,4.39,100.00,99.77,5.34,100.00,100.00,0.00,0.00,6.32,39.84,1.36,5.65,1.11,9.54,0.00,4.88,0.55,0.00,1.15,0.00,11.44,1.70,66.29,0.00,58,73,95,146,147,146,106,93,109,108,101,66,68,60,36,24,21,1457,56,66,88,157,161,137,130,88,125,122,99,62,84,62,43,49,47,1576,,0,13,1738,21,111,91,75,68,2652,90,486,102,2562,148,396,152,2166,25,21,23,135,336,342,66,50,1392,1147,0,3033,3033,2791,139,90,2562,2733,,,,,,110.73,122.53,113.85,98.64,81.36,99.00,97.06,0.882,0.890,0.903,0.887,0.920,0.903
1320530905013,1320530905013,Santa Martha / Andorinhas,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,75.05,1.61,14.00,16.38,92.54,82.23,41.10,9.06,10.10,0.00,0.00,0.40,0.00,0.43,0.00,0.52,12.45,10.72,93.84,95.60,88.35,39.41,84.05,86.72,50.30,20.01,64.26,87.01,36.95,16.31,100.00,97.54,94.98,15.94,1.23,9.11,78.20,68.67,83.57,66.67,63.02,44.36,52.67,45.98,44.54,8.60,283.33,412.50,625.00,1023.33,1466.67,0.42,0.62,1.54,6.53,13.93,16.97,31.20,30.28,5.30,47.06,15.14,29.71,52.94,76.94,8.00,6.22,707.78,187.73,2143.32,347.95,515.73,822.12,1665.35,708.33,30.63,99.36,172.41,0.31,0.62,22.10,7.86,0.89,55.09,0.87,6.39,17.08,2.26,73.90,62.10,6.09,11.86,73.99,53.66,10.42,0.78,10.09,68.05,83.81,94.06,1110.87,0.24,,7.36,43.55,74.65,71.42,84.99,,64.09,36.28,17.65,10.04,12.06,100.00,97.90,21.77,99.51,100.00,0.00,1.09,18.50,35.74,2.46,15.75,6.71,23.09,1.00,36.39,5.06,0.36,0.50,0.00,31.16,15.93,31.32,4.73,8,14,15,16,10,3,19,15,9,12,7,11,3,4,3,3,2,154,6,15,14,10,13,10,14,14,11,11,5,8,8,4,2,7,3,155,,2,7,165,5,22,13,17,6,247,16,55,16,231,18,39,16,192,3,4,4,22,60,28,15,7,126,102,0,309,309,276,29,16,231,309,,,,,,108.38,115.24,110.05,97.54,64.04,95.92,90.89,0.667,0.728,0.752,0.707,0.834,0.720
1320530906045,1320530906045,Pontal de Camburi,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,79.67,1.30,8.50,9.91,95.38,88.51,36.77,11.36,11.29,0.00,2.17,1.33,0.00,1.28,0.00,1.51,7.00,4.10,100.91,101.61,99.27,78.66,90.63,93.27,71.51,38.57,65.55,96.92,49.96,22.28,100.00,98.35,97.92,10.73,0.00,7.71,91.34,86.47,95.08,85.79,84.27,71.07,78.08,73.48,72.73,33.21,575.00,933.33,1336.67,2350.00,3166.67,0.47,0.22,,0.67,0.57,3.06,2.98,36.47,4.77,52.43,13.59,26.91,47.57,63.90,10.74,7.72,1708.15,407.33,6230.25,753.26,1137.85,1764.66,4477.65,1708.15,57.50,87.72,194.32,0.38,0.00,17.10,3.51,1.61,65.21,0.17,5.91,18.75,4.83,75.34,50.70,14.32,11.23,91.15,81.57,36.20,0.32,7.16,41.56,58.07,74.94,2146.03,0.39,,1.02,22.66,67.04,62.94,83.43,,0.00,38.57,10.38,4.92,4.12,100.00,98.81,7.25,100.00,100.00,0.00,0.00,2.14,34.45,1.65,2.97,0.22,11.02,1.71,7.97,0.90,0.00,1.26,0.00,21.03,2.71,100.00,0.00,22,25,42,45,46,33,32,24,32,27,26,27,21,22,16,8,4,452,22,21,26,43,42,40,26,33,30,25,34,21,23,23,11,7,10,437,,0,10,444,6,39,25,34,27,751,46,156,42,705,36,110,46,595,11,7,11,48,133,101,21,19,373,304,0,889,889,797,46,46,705,889,,,,,,106.54,114.97,109.06,98.35,84.88,97.92,98.41,0.858,0.872,0.880,0.867,0.911,0.862
1320530906046,1320530906046,Jardim da Penha,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,81.05,1.17,7.10,8.30,96.11,90.21,27.57,9.84,12.23,0.00,0.00,0.55,0.10,0.57,0.18,0.66,2.48,2.73,100.61,103.89,95.74,110.69,94.30,97.64,82.13,63.62,69.85,97.75,67.90,20.94,100.00,100.00,99.10,3.71,0.00,2.02,100.00,94.37,97.63,95.27,94.84,90.51,93.99,91.03,90.50,62.34,1180.00,2050.00,3000.00,4533.33,6000.00,0.41,,,0.07,,1.03,1.61,30.39,5.16,46.53,15.25,30.92,53.47,70.33,7.97,6.10,3232.57,833.36,9825.29,1632.14,2532.54,3644.58,7520.21,3232.57,,100.00,197.26,0.31,0.83,11.60,2.81,3.89,71.04,0.82,5.03,17.56,5.29,80.02,45.51,21.60,9.16,98.54,96.56,70.56,0.87,4.04,19.61,27.49,43.37,4102.76,0.39,,0.00,3.81,50.64,66.00,86.34,,,0.00,18.79,4.60,5.89,99.81,100.00,0.68,100.00,100.00,0.00,0.28,0.00,30.15,0.00,1.36,0.00,3.98,0.00,3.75,0.50,0.00,0.00,0.00,21.67,1.16,0.00,0.00,306,331,456,795,820,626,428,372,477,553,549,264,421,251,154,114,103,7020,309,340,510,848,888,678,485,522,683,755,744,265,475,308,194,157,236,8397,,0,19,8643,131,539,370,435,358,13602,506,2609,578,13096,768,2103,871,10993,126,106,110,555,1600,1517,340,263,7483,6125,0,15417,15417,14273,671,506,13096,15404,,,,,,106.60,112.92,109.14,100.00,94.37,100.00,100.00,0.953,0.962,0.952,0.959,0.934,0.964
1320530906047,1320530906047,Jardim da Penha,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,80.52,1.19,7.60,8.90,95.83,89.56,27.15,9.19,11.14,1.73,0.85,0.74,0.14,0.74,0.17,0.91,3.57,3.17,96.99,95.76,99.83,114.36,88.28,88.03,72.15,70.97,84.60,91.43,73.84,33.94,100.00,98.84,96.61,0.00,0.00,1.01,94.88,100.00,98.79,94.80,93.62,92.60,95.84,90.14,88.44,57.77,933.33,1632.50,2284.33,3500.00,5066.67,0.43,,,0.44,,1.32,0.55,32.14,4.61,48.69,14.76,29.66,51.31,74.12,8.71,6.60,2609.31,601.56,8386.82,1323.95,1943.97,2824.99,6352.09,2609.31,,116.00,163.21,0.34,0.37,13.86,2.81,3.43,66.96,0.90,5.26,16.19,6.99,80.84,46.61,18.20,11.62,98.08,95.82,62.55,0.40,6.90,24.00,32.83,53.71,3732.30,0.48,,4.68,10.85,49.63,65.60,84.86,,29.54,39.69,16.40,6.44,8.86,99.94,100.00,1.59,100.00,100.00,0.00,0.00,0.00,15.40,1.16,1.48,0.00,4.23,0.00,0.00,1.28,0.00,0.00,0.00,30.09,0.00,0.00,0.00,293,354,587,968,830,576,423,359,419,474,387,278,272,150,120,82,110,6682,286,355,692,1153,972,632,503,500,638,658,484,278,391,254,246,174,256,8472,,33,64,8346,114,578,414,447,333,13310,588,3400,744,12722,1076,2812,1218,9910,132,118,115,569,1735,1392,355,312,7553,5708,0,15154,15154,14019,709,588,12722,15148,,,,,,100.59,117.17,105.59,100.00,95.97,97.97,97.87,0.948,0.969,0.939,0.962,0.925,0.930
1320530906048,1320530906048,Mata da Praia,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,81.33,1.12,6.80,7.97,96.26,90.56,36.94,5.84,12.29,0.00,0.00,0.66,0.00,0.70,0.00,0.81,1.30,1.68,97.29,94.62,106.07,91.90,89.83,90.39,76.06,60.42,67.63,93.25,69.85,21.03,100.00,97.63,96.60,0.00,0.00,5.20,92.66,100.00,99.27,95.32,94.66,84.40,90.68,90.97,91.01,71.32,2142.86,3200.00,4500.00,7000.00,10000.00,0.43,,,,,0.27,,33.08,5.04,48.74,15.31,29.89,51.26,73.54,8.64,6.37,5166.30,1302.76,17089.49,2652.04,3767.23,5519.93,12589.50,5166.30,,,225.46,0.34,1.45,13.27,2.73,2.66,66.46,0.58,6.41,16.70,20.16,82.18,40.96,15.14,6.91,97.76,95.68,78.38,0.28,3.53,10.10,16.02,30.22,6819.80,0.46,,5.55,2.47,37.97,70.47,79.98,,0.00,100.00,11.06,2.51,7.73,100.00,100.00,0.56,100.00,100.00,0.00,0.00,2.58,32.37,2.37,1.81,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19,31,28,34,25,17,20,18,45,44,29,28,22,4,4,1,4,373,27,38,26,28,20,31,29,47,27,46,19,20,8,11,8,1,12,398,,4,1,404,11,60,40,50,24,608,35,116,28,573,31,81,36,492,11,6,8,51,146,45,38,18,313,259,0,771,771,677,69,35,573,771,,,,,,98.21,118.15,102.88,99.23,98.10,98.35,95.95,0.953,0.943,0.961,0.946,0.939,1.000
1320530906049,1320530906049,Mata da Praia,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,81.14,1.15,7.00,8.19,96.16,90.33,26.89,9.49,11.82,0.00,0.00,0.61,0.43,0.63,0.30,0.68,4.79,4.89,93.63,102.02,79.31,131.99,90.22,96.70,75.44,70.22,64.32,96.28,72.46,24.74,100.00,100.00,98.62,1.81,0.00,0.68,87.88,94.77,98.30,94.87,94.28,93.95,95.97,90.92,90.04,64.23,1350.00,2005.00,3000.00,4666.67,6000.00,0.46,,,0.08,,1.15,1.11,36.42,5.06,50.84,14.50,28.40,49.16,72.66,10.05,7.01,3586.94,906.76,13064.01,1693.70,2493.20,3722.28,9118.73,3586.94,,127.50,228.05,0.37,0.75,11.50,2.57,4.75,62.91,1.06,8.03,21.45,7.09,80.56,47.63,15.80,7.79,97.17,94.51,67.80,0.24,3.00,13.08,24.34,43.63,4400.24,0.41,,0.00,3.00,50.47,72.46,84.43,,,0.00,11.32,4.40,4.12,100.00,100.00,1.38,100.00,100.00,0.00,0.00,2.47,35.68,0.00,1.33,0.00,3.17,0.00,0.00,0.34,0.00,0.48,0.00,24.87,0.00,100.00,0.00,59,76,112,174,162,104,68,77,115,92,106,50,90,51,39,22,17,1414,51,58,118,177,166,106,104,99,136,134,128,56,90,56,30,25,44,1578,,0,3,1834,22,111,75,81,67,2642,111,581,132,2531,193,470,216,2061,21,23,19,106,328,284,58,57,1413,1118,0,2992,2992,2776,134,111,2531,2992,,,,,,107.09,84.12,98.61,100.00,94.77,100.00,94.10,0.949,0.942,0.953,0.944,0.936,0.981
1320530906050,1320530906050,Mata da Praia,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,81.33,1.12,6.80,7.97,96.26,90.56,33.95,9.71,12.29,0.29,0.36,0.28,0.00,0.28,0.43,0.33,1.30,1.68,97.29,94.62,106.07,91.90,89.83,90.39,76.06,60.42,67.63,93.25,69.85,21.03,100.00,97.63,96.60,0.00,0.00,5.20,92.66,100.00,99.27,95.32,94.66,84.40,90.68,90.97,91.01,71.32,2142.86,3200.00,4500.00,7000.00,10000.00,0.43,,,,,0.27,,33.08,5.04,48.74,15.31,29.89,51.26,73.54,8.64,6.37,5166.30,1302.76,17089.49,2652.04,3767.23,5519.93,12589.50,5166.30,,,225.46,0.34,1.45,13.27,2.73,2.66,66.46,0.58,6.41,16.70,20.16,82.18,40.96,15.14,6.91,97.76,95.68,78.38,0.28,3.53,10.10,16.02,30.22,6819.80,0.46,,5.55,2.47,37.97,70.47,79.98,,0.00,100.00,11.06,2.51,7.73,100.00,100.00,0.56,100.00,100.00,0.00,0.00,2.58,32.37,2.37,1.81,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130,226,233,270,231,184,142,175,231,278,247,156,183,136,73,41,40,2976,130,197,241,289,233,213,205,267,348,319,228,145,181,126,83,42,70,3317,,23,7,3546,48,347,249,276,150,5309,277,1033,290,5032,306,756,296,4276,62,56,49,321,945,611,197,128,2845,2315,0,6293,6293,5732,423,277,5032,6293,,,,,,98.21,118.15,102.88,99.23,98.10,98.35,95.95,0.953,0.943,0.961,0.946,0.939,1.000
1320530906051,1320530906051,República,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,79.91,1.28,8.20,9.62,95.51,88.81,39.01,15.27,11.65,0.00,1.08,0.85,0.00,0.84,0.21,0.97,8.22,5.24,103.56,107.87,93.16,101.46,91.86,91.92,57.78,49.04,58.02,93.75,61.34,21.43,100.00,100.00,98.17,18.81,0.64,5.84,88.46,74.75,98.08,86.71,84.84,76.50,85.93,77.35,75.95,36.18,700.00,1092.00,1711.00,2600.00,3501.67,0.43,0.07,,0.53,0.90,4.40,6.39,30.37,4.53,47.35,14.44,29.57,52.65,69.93,8.42,6.56,1829.36,414.63,5556.13,905.89,1384.02,2111.64,4330.62,1829.36,30.00,125.60,199.80,0.33,0.67,13.84,3.60,3.17,66.03,0.42,7.31,19.04,7.94,75.13,46.84,13.72,11.86,91.47,84.82,40.92,0.76,7.46,36.71,52.64,68.60,2423.47,0.42,,4.80,29.02,66.34,67.97,88.80,,25.13,6.69,17.87,6.22,9.18,99.94,99.42,6.56,100.00,100.00,0.00,0.50,2.35,41.98,0.00,3.47,0.38,9.82,0.00,0.00,1.41,0.20,0.82,0.00,18.24,0.00,100.00,10.47,106,126,141,211,261,179,142,156,175,153,124,105,114,95,77,48,52,2265,72,132,160,235,214,207,200,198,201,197,171,98,155,167,112,102,110,2731,,12,54,2835,29,201,148,157,106,4357,186,747,183,4171,193,561,223,3610,43,43,45,217,604,763,132,95,2429,2034,0,4996,4996,4615,258,186,4171,4996,,,,,,112.86,115.72,113.70,100.00,74.75,98.80,93.77,0.867,0.849,0.881,0.855,0.915,0.873
1320530906052,1320530906052,Morada de Camburi,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,81.14,1.15,7.00,8.19,96.16,90.33,29.09,8.71,11.82,0.00,0.00,0.67,0.00,0.71,0.00,0.85,4.79,4.89,93.63,102.02,79.31,131.99,90.22,96.70,75.44,70.22,64.32,96.28,72.46,24.74,100.00,100.00,98.62,1.81,0.00,0.68,87.88,94.77,98.30,94.87,94.28,93.95,95.97,90.92,90.04,64.23,1350.00,2005.00,3000.00,4666.67,6000.00,0.46,,,0.08,,1.15,1.11,36.42,5.06,50.84,14.50,28.40,49.16,72.66,10.05,7.01,3586.94,906.76,13064.01,1693.70,2493.20,3722.28,9118.73,3586.94,,127.50,228.05,0.37,0.75,11.50,2.57,4.75,62.91,1.06,8.03,21.45,7.09,80.56,47.63,15.80,7.79,97.17,94.51,67.80,0.24,3.00,13.08,24.34,43.63,4400.24,0.41,,0.00,3.00,50.47,72.46,84.43,,,0.00,11.32,4.40,4.12,100.00,100.00,1.38,100.00,100.00,0.00,0.00,2.47,35.68,0.00,1.33,0.00,3.17,0.00,0.00,0.34,0.00,0.48,0.00,24.87,0.00,100.00,0.00,14,25,39,36,39,22,18,30,32,35,42,24,24,15,9,2,6,412,15,27,34,47,44,29,29,28,37,51,30,14,21,20,7,5,11,449,,0,1,512,6,42,31,32,18,742,35,156,47,707,48,121,45,586,5,11,6,37,114,75,27,19,393,312,0,861,861,794,52,35,707,861,,,,,,107.09,84.12,98.61,100.00,94.77,100.00,94.10,0.949,0.942,0.953,0.944,0.936,0.981
1320530906053,1320530906053,Boa Vista / Goiabeiras / Solon Borges,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,78.95,1.39,9.20,10.81,94.98,87.58,39.19,9.90,10.23,0.45,0.57,2.66,0.19,2.77,0.00,3.27,12.90,11.06,97.84,106.49,75.60,68.17,91.24,92.93,58.44,33.15,61.78,91.65,40.08,22.26,96.77,98.08,96.27,20.66,0.00,2.30,91.92,66.90,92.30,80.30,77.78,67.27,79.67,65.97,63.10,19.39,450.00,700.00,1000.00,1610.00,2476.33,0.42,,,0.32,0.61,6.10,9.41,31.45,5.50,48.40,15.76,30.47,51.60,72.99,7.98,6.14,1150.27,316.14,3617.71,590.37,845.97,1215.26,2783.59,1150.27,,114.90,205.00,0.29,0.00,16.08,5.97,2.80,58.37,0.95,9.95,22.25,3.01,72.67,54.24,7.27,12.44,86.51,74.55,22.07,1.14,6.61,51.13,67.05,83.06,1636.99,0.33,,4.00,31.32,79.20,70.43,90.71,,19.58,46.88,17.75,9.00,13.74,100.00,98.69,13.77,99.90,100.00,0.00,0.00,7.02,38.22,1.92,6.31,0.91,14.23,0.00,13.45,2.44,0.00,0.98,0.00,36.13,4.99,100.00,0.00,115,144,149,200,182,142,125,149,143,116,87,105,76,53,56,31,24,1897,108,135,143,197,201,195,169,159,183,135,105,141,89,70,71,49,52,2202,,11,55,2237,47,224,166,168,128,3351,175,689,177,3176,187,514,208,2662,48,49,52,252,651,406,135,90,1818,1478,0,4099,4099,3630,279,175,3176,4095,,,,,,114.28,111.01,113.36,98.08,65.57,95.81,95.36,0.803,0.807,0.833,0.806,0.899,0.798
1320530906054,1320530906054,Antônio Honório / Segurança do Lar,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,79.67,1.30,8.50,9.91,95.38,88.51,36.44,13.35,11.29,0.00,1.02,1.54,0.00,1.56,0.84,1.87,7.00,4.10,100.91,101.61,99.27,78.66,90.63,93.27,71.51,38.57,65.55,96.92,49.96,22.28,100.00,98.35,97.92,10.73,0.00,7.71,91.34,86.47,95.08,85.79,84.27,71.07,78.08,73.48,72.73,33.21,575.00,933.33,1336.67,2350.00,3166.67,0.47,0.22,,0.67,0.57,3.06,2.98,36.47,4.77,52.43,13.59,26.91,47.57,63.90,10.74,7.72,1708.15,407.33,6230.25,753.26,1137.85,1764.66,4477.65,1708.15,57.50,87.72,194.32,0.38,0.00,17.10,3.51,1.61,65.21,0.17,5.91,18.75,4.83,75.34,50.70,14.32,11.23,91.15,81.57,36.20,0.32,7.16,41.56,58.07,74.94,2146.03,0.39,,1.02,22.66,67.04,62.94,83.43,,0.00,38.57,10.38,4.92,4.12,100.00,98.81,7.25,100.00,100.00,0.00,0.00,2.14,34.45,1.65,2.97,0.22,11.02,1.71,7.97,0.90,0.00,1.26,0.00,21.03,2.71,100.00,0.00,53,64,88,129,117,85,54,76,77,79,39,51,40,31,27,26,33,1069,33,67,89,105,122,87,71,99,111,100,76,43,63,52,49,41,52,1260,,1,22,1208,15,111,82,89,58,2018,98,411,100,1920,124,313,132,1607,13,17,16,97,306,311,67,50,1117,923,0,2329,2329,2149,131,98,1920,2325,,,,,,106.54,114.97,109.06,98.35,84.88,97.92,98.41,0.858,0.872,0.880,0.867,0.911,0.862
1320530906055,1320530906055,Maria Ortiz / Goiabeiras,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,74.87,1.57,14.30,16.67,92.42,81.98,38.34,5.86,10.61,1.35,1.40,4.62,0.86,4.82,0.71,5.73,16.44,13.83,101.36,111.81,74.64,38.83,92.43,94.43,52.84,20.85,74.55,90.56,32.39,14.71,97.01,98.91,96.56,29.99,0.00,6.23,85.99,60.35,91.08,66.24,60.87,63.76,69.87,46.88,41.90,6.83,300.50,460.00,655.00,1020.00,1412.50,0.40,0.42,0.17,2.12,3.36,14.40,22.68,29.71,5.88,46.37,15.99,31.14,53.63,78.63,7.43,5.80,732.51,215.36,2176.53,370.39,554.60,823.80,1698.36,733.14,14.55,101.89,187.68,0.28,0.60,17.22,8.64,2.09,58.57,0.14,6.99,23.42,1.25,71.91,59.67,4.64,10.69,70.29,51.55,6.44,0.69,9.43,66.77,82.82,94.17,1134.15,0.26,,2.63,34.56,80.03,75.49,85.96,,57.47,34.45,23.88,9.62,7.60,100.00,98.98,17.26,99.93,99.62,0.00,0.22,13.79,25.45,1.09,13.06,4.53,21.18,0.93,23.91,4.46,0.00,0.57,0.38,32.13,9.74,74.97,0.00,481,561,533,725,674,602,496,433,379,349,283,466,187,109,100,62,49,6489,456,561,570,669,737,643,562,494,481,427,344,449,250,158,150,86,84,7121,,30,222,7544,187,889,661,684,555,10636,643,2497,655,9993,730,1854,763,8139,195,190,182,958,2490,798,561,328,5655,4416,0,13610,13610,11758,1122,643,9993,13599,,,,,,118.15,99.19,112.82,98.91,60.35,97.25,89.15,0.662,0.768,0.761,0.731,0.831,0.726
1320530906056,1320530906056,Jabour / Aeroporto,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,79.91,1.28,8.20,9.62,95.51,88.81,31.44,11.54,11.65,0.00,2.33,2.36,1.42,2.36,0.00,2.53,8.22,5.24,103.56,107.87,93.16,101.46,91.86,91.92,57.78,49.04,58.02,93.75,61.34,21.43,100.00,100.00,98.17,18.81,0.64,5.84,88.46,74.75,98.08,86.71,84.84,76.50,85.93,77.35,75.95,36.18,700.00,1092.00,1711.00,2600.00,3501.67,0.43,0.07,,0.53,0.90,4.40,6.39,30.37,4.53,47.35,14.44,29.57,52.65,69.93,8.42,6.56,1829.36,414.63,5556.13,905.89,1384.02,2111.64,4330.62,1829.36,30.00,125.60,199.80,0.33,0.67,13.84,3.60,3.17,66.03,0.42,7.31,19.04,7.94,75.13,46.84,13.72,11.86,91.47,84.82,40.92,0.76,7.46,36.71,52.64,68.60,2423.47,0.42,,4.80,29.02,66.34,67.97,88.80,,25.13,6.69,17.87,6.22,9.18,100.00,99.42,6.56,100.00,100.00,0.00,0.50,2.35,41.98,0.00,3.47,0.38,9.82,0.00,0.00,1.41,0.20,0.82,0.00,18.24,0.00,100.00,10.47,25,35,45,60,51,38,31,49,37,41,30,16,32,16,17,10,7,540,16,21,33,46,55,45,35,50,41,30,36,19,26,23,21,13,16,526,,3,12,606,8,47,31,36,30,934,43,184,47,891,59,141,65,750,3,4,4,40,130,123,21,16,470,391,0,1066,1066,990,56,43,891,1032,,,,,,112.86,115.72,113.70,100.00,74.75,98.80,93.77,0.867,0.849,0.881,0.855,0.915,0.873
