Cod_ID,UDH_Atlas,NOME_UDH,CODMUN6,NOME_MUN,CODUF,NOME_UF,CODRM,NOME_RM,ANO,ESPVIDA,FECTOT,MORT1,MORT5,SOBRE40,SOBRE60,RAZDEP,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,T_ATRASO_2_BASICO,T_ATRASO_2_FUND,T_FBBAS,T_FBFUND,T_FBMED,T_FBSUPER,T_FLBAS,T_FLFUND,T_FLMED,T_FLSUPER,T_FREQ0A5,T_FREQ15A17,T_FREQ18A24,T_FREQ25A29,T_FREQ5A6,T_FREQ6A14,T_FREQ6A17,T_FREQFUND1517,T_FREQFUND1824,T_FREQMED1824,T_FUND11A13,T_FUND15A17,T_FUND18A24,T_FUND18M,T_FUND25M,T_MED18A20,T_MED18A24,T_MED18M,T_MED25M,T_SUPER25M,CORTE1,CORTE2,CORTE3,CORTE4,CORTE9,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,PREN10RICOS,PREN20,PREN20RICOS,PREN40,PREN60,PREN80,PRENTRAB,R1040,R2040,RDPC,RDPC1,RDPC10,RDPC2,RDPC3,RDPC4,RDPC5,RDPCT,RIND,RMPOB,RPOB,THEIL,P_AGRO,P_COM,P_CONSTR,P_EXTR,P_SERV,P_SIUP,P_TRANSF,CPR,EMP,P_FORMAL,TRABCC,TRABPUB,TRABSC,P_FUND,P_MED,P_SUPER,REN0,REN1,REN2,REN3,REN5,RENOCUP,THEILtrab,T_ATIV,T_ATIV1014,T_ATIV1517,T_ATIV1824,T_ATIV18M,T_ATIV2529,T_DES,T_DES1014,T_DES1517,T_DES1824,T_DES18M,T_DES2529,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,PAREDE,T_CRIFUNDIN_TODOS,T_FORA0A5,T_FORA6A14,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M10A17CF,T_MULCHEFEFIF014,T_NESTUDA_NTRAB_MMEIO,T_OCUPDESLOC_1,T_RMAXIDOSO,T_SLUZ,T_VULNERA_NESTUDA_NTRAB_MMEIO,T_VULNERA_MULCHEFE,T_VULNERA_RMAXIDOSO,T_VULNERA_OCUPDESLOC_13,HOMEM0A4,HOMEM10A14,HOMEM15A19,HOMEM20A24,HOMEM25A29,HOMEM30A34,HOMEM35A39,HOMEM40A44,HOMEM45A49,HOMEM50A54,HOMEM55A59,HOMEM5A9,HOMEM60A64,HOMEM65A69,HOMEM70A74,HOMEM75A79,HOMENS80,HOMEMTOT,MULH0A4,MULH10A14,MULH15A19,MULH20A24,MULH25A29,MULH30A34,MULH35A39,MULH40A44,MULH45A49,MULH50A54,MULH55A59,MULH5A9,MULH60A64,MULH65A69,MULH70A74,MULH75A79,MULHER80,MULHERTOT,PEA,PEA1014,PEA1517,PEA18M,PESO1,PESO1114,PESO1113,PESO1214,PESO13,PESO15,PESO1517,PESO1524,PESO1618,PESO18,PESO1820,PESO1824,PESO1921,PESO25,PESO4,PESO5,PESO6,PESO610,PESO617,PESO65,PESOM1014,PESOM1517,PESOM15M,PESOM25M,PESORUR,PESOTOT,PESOURB,PIA,PIA1014,PIA1517,PIA18M,POP,POPT,MULCHEFEFDOM,DOMVULNERACOMID,POPVULNERAVEL15A24,OCUPMMEIOD,T_FBFUND_tudo,T_FBMED_tudo,T_FBBAS_tudo,T_FLFUND_tudo,T_FLMED_tudo,T_FLBAS_tudo,T_FUND11A13_tudo,I_ESCOLARIDADE,I_FREQ_PROP,IDHM,IDHM_E,IDHM_L,IDHM_R
1320530904013,1320530904013,Santa Martha / Andorinhas,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,75.05,1.61,14.00,16.38,92.54,82.23,39.71,5.51,10.10,1.64,0.68,4.94,1.04,5.23,0.89,6.17,12.45,10.72,93.84,95.60,88.35,39.41,84.05,86.72,50.30,20.01,64.26,87.01,36.95,16.31,100.00,97.54,94.98,15.94,1.23,9.11,78.20,68.67,83.57,66.67,63.02,44.36,52.67,45.98,44.54,8.60,283.33,412.50,625.00,1023.33,1466.67,0.42,0.62,1.54,6.53,13.93,16.97,31.20,30.28,5.30,47.06,15.14,29.71,52.94,76.94,8.00,6.22,707.78,187.73,2143.32,347.95,515.73,822.12,1665.35,708.33,30.63,99.36,172.41,0.31,0.62,22.10,7.86,0.89,55.09,0.87,6.39,17.08,2.26,73.90,62.10,6.09,11.86,73.99,53.66,10.42,0.78,10.09,68.05,83.81,94.06,1110.87,0.24,,7.36,43.55,74.65,71.42,84.99,,64.09,36.28,17.65,10.04,12.06,99.92,97.90,21.77,99.51,100.00,0.00,1.09,18.50,35.74,2.46,15.75,6.71,23.09,1.00,36.39,5.06,0.36,0.50,0.00,31.16,15.93,31.32,4.73,351,360,367,414,425,417,332,303,265,207,158,356,97,70,49,45,34,4250,320,353,364,451,469,441,346,352,277,254,202,277,160,89,75,66,57,4553,,52,191,4533,161,548,412,403,381,6786,439,1596,445,6347,453,1157,471,5190,129,115,115,683,1670,485,353,222,3603,2788,0,8803,8803,7499,713,439,6347,8801,,,,,,108.38,115.24,110.05,97.54,64.04,95.92,90.89,0.667,0.728,0.752,0.707,0.834,0.720
1320530904014,1320530904014,Joana D'Arc / São Cristóvão / Tabuazeiro,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,77.06,1.48,11.40,13.35,93.86,85.07,37.28,7.68,10.00,0.47,1.02,3.12,0.74,3.25,0.59,3.74,15.73,11.20,95.15,105.97,64.03,48.86,86.47,91.54,41.68,25.45,65.93,89.79,37.58,16.90,94.11,96.80,94.99,24.03,1.58,5.73,88.70,67.42,85.94,74.06,71.60,50.95,61.64,56.18,55.05,12.90,351.00,558.89,802.50,1256.67,1833.33,0.44,0.47,1.21,4.40,11.78,11.82,25.42,33.31,4.83,49.61,14.29,28.75,50.39,76.48,9.32,6.94,939.07,226.58,3127.83,444.56,678.67,1016.28,2329.25,939.07,30.99,91.51,166.16,0.35,0.10,13.99,5.68,0.89,63.62,0.73,7.76,16.16,2.17,74.11,59.33,7.93,13.80,80.46,62.82,15.69,0.60,7.11,55.17,71.70,88.20,1391.11,0.29,,5.51,30.82,69.73,72.39,85.13,,64.76,46.54,21.19,7.27,6.99,100.00,99.46,15.90,99.48,100.00,0.00,0.00,10.86,34.07,3.20,10.34,3.25,18.44,0.72,24.04,5.97,0.16,0.47,0.00,43.54,10.83,41.07,6.76,422,556,577,699,635,549,517,507,515,421,336,471,205,161,113,86,80,6850,397,485,552,613,726,628,581,564,544,462,385,430,310,196,179,117,157,7326,,57,211,7768,150,845,617,644,509,11415,684,2441,683,10731,647,1757,697,8974,160,197,175,900,2429,1089,485,327,6014,4849,0,14176,14176,12456,1041,684,10731,14101,,,,,,111.80,110.25,111.40,97.43,65.55,95.88,94.22,0.741,0.753,0.793,0.749,0.868,0.766
1320530904015,1320530904015,Itararé / da Penha / Bonfim,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,75.82,1.54,13.00,15.17,93.06,83.34,42.99,8.11,9.55,1.72,1.12,4.55,0.65,4.78,1.04,5.64,13.83,11.97,99.38,104.42,84.29,41.27,87.29,90.86,51.01,17.85,62.97,80.73,33.05,20.53,100.00,96.98,92.91,18.18,3.82,6.72,89.20,67.87,84.63,63.36,59.27,52.25,55.24,42.65,40.23,6.54,290.00,500.00,656.67,966.67,1220.00,0.43,1.48,1.19,3.43,5.32,16.62,27.73,33.88,5.03,48.30,15.22,30.41,51.70,70.18,8.90,6.35,747.09,187.87,2531.44,380.73,567.21,795.45,1804.21,747.09,39.56,76.44,170.61,0.35,0.47,17.35,6.75,0.54,60.10,0.85,6.23,18.59,1.21,73.67,62.16,4.69,12.93,74.56,53.92,8.03,1.18,9.05,67.74,85.35,94.96,1091.16,0.24,,5.85,34.71,66.94,64.07,79.99,,27.72,33.87,16.93,8.13,6.39,99.76,98.54,18.12,100.00,100.00,0.00,0.06,17.69,37.03,3.02,16.63,4.19,27.23,3.63,32.54,7.10,0.66,1.91,0.00,44.42,17.60,75.80,13.51,486,650,567,704,732,623,474,491,443,365,276,464,186,140,128,80,95,6904,492,591,608,668,705,633,569,585,489,441,336,499,239,215,196,140,181,7587,,73,247,6789,199,989,740,755,588,11309,713,2547,706,10596,716,1834,767,8762,191,200,185,1015,2717,1175,591,375,6005,4729,0,14491,14491,12550,1241,713,10596,14433,,,,,,109.38,117.40,111.39,96.44,65.77,93.64,94.98,0.634,0.773,0.765,0.724,0.847,0.729
1320530904016,1320530904016,São Benedito,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,71.90,2.42,18.70,21.85,90.25,77.54,51.83,5.87,8.84,2.61,1.15,8.58,1.72,9.24,1.68,11.09,19.97,16.22,93.12,102.46,62.16,14.36,86.03,90.83,38.59,6.21,63.56,73.94,20.69,9.01,94.09,94.66,89.86,22.75,2.77,5.07,84.56,52.42,75.89,54.60,49.03,37.31,45.35,31.45,27.81,4.05,161.00,274.29,400.00,575.00,849.75,0.40,2.15,2.84,14.17,23.11,36.65,51.29,29.81,5.45,45.92,15.90,31.41,54.08,82.52,7.50,5.77,422.96,115.32,1260.72,221.03,327.99,479.33,971.15,422.96,39.44,99.72,159.29,0.28,0.25,17.49,12.92,0.15,53.44,1.18,5.54,16.86,0.00,72.88,65.37,3.64,13.78,60.81,37.08,4.44,0.72,9.30,82.58,92.68,97.90,818.95,0.14,,4.56,29.61,66.62,68.05,75.80,,7.50,20.85,19.39,8.51,8.39,99.90,97.91,45.92,99.45,100.00,0.00,3.25,23.89,36.44,5.34,20.48,10.00,29.62,3.77,49.00,13.66,1.01,2.18,0.00,39.05,29.93,83.31,6.34,391,441,423,424,355,374,297,290,247,184,133,419,71,72,57,41,38,4257,410,454,415,422,418,398,335,301,291,237,149,406,111,98,104,56,58,4663,,41,155,3999,175,729,566,544,465,6399,523,1684,481,5876,480,1161,501,4715,161,169,156,822,2074,524,454,253,3393,2556,0,8920,8920,7294,895,523,5876,8917,,,,,,107.94,78.06,101.02,94.91,43.78,90.39,86.41,0.546,0.671,0.678,0.626,0.782,0.638
1320530904026,1320530904026,Santos Dumont,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,74.13,1.87,15.30,17.87,91.91,80.90,46.93,8.06,9.82,1.28,0.00,5.48,0.00,5.93,1.06,7.28,20.19,17.79,104.95,109.69,92.84,33.16,91.79,94.20,59.93,11.07,73.86,90.72,26.80,22.55,100.00,99.16,96.78,20.96,2.30,10.26,91.98,72.15,81.98,70.26,67.70,46.69,53.56,47.83,46.58,8.63,225.00,380.00,562.50,840.00,1166.67,0.43,1.29,2.61,5.25,12.03,24.62,42.43,31.96,4.92,47.89,14.53,29.60,52.11,76.90,8.80,6.59,626.03,154.02,2000.92,300.78,471.69,704.78,1498.90,626.03,22.47,85.91,171.48,0.33,1.38,13.60,5.42,1.10,60.59,0.55,6.48,14.07,0.12,78.91,65.40,7.37,12.09,77.63,55.92,10.03,1.61,10.44,73.95,85.99,94.02,1016.86,0.24,,7.54,31.40,67.22,67.65,81.33,,35.82,31.80,13.21,5.79,4.70,100.00,98.68,24.72,100.00,99.90,0.00,0.37,11.02,26.14,0.84,10.59,4.44,19.89,4.09,27.61,9.13,0.87,1.48,0.10,32.21,12.49,83.46,7.89,37,50,41,45,47,36,32,39,30,22,18,34,10,13,7,6,6,473,34,46,57,50,47,39,48,42,42,22,19,45,15,10,12,14,15,557,,7,19,490,12,78,55,55,49,784,59,193,65,725,61,134,55,591,10,16,14,81,218,83,46,34,432,325,0,1030,1030,880,96,59,725,1030,,,,,,117.51,113.75,116.46,98.79,68.59,96.47,92.67,0.703,0.777,0.756,0.752,0.819,0.701
1320530904027,1320530904027,Santos Dumont,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,77.74,1.42,10.60,12.42,94.27,85.98,41.14,9.51,10.21,0.00,0.00,2.73,1.10,2.88,0.00,3.18,15.36,7.77,102.56,107.71,85.63,57.72,92.86,90.34,49.22,30.01,67.47,88.99,46.15,16.31,100.00,97.92,95.84,36.45,1.20,4.76,93.93,58.28,86.37,73.73,71.44,50.82,66.80,57.01,55.23,14.76,382.00,581.75,840.00,1355.00,2000.00,0.43,0.52,0.89,2.96,4.76,10.06,17.78,32.30,5.09,48.91,14.60,28.90,51.09,70.88,8.85,6.70,990.94,252.04,3200.87,471.53,708.21,1099.64,2423.27,990.94,34.94,107.52,172.96,0.33,1.16,16.35,4.61,1.92,62.53,0.62,5.56,19.73,2.31,73.75,59.75,5.83,11.60,80.12,65.02,16.11,0.91,9.75,56.84,72.41,87.84,1410.66,0.32,,5.96,30.52,67.85,67.46,87.73,,20.39,43.54,7.63,6.76,13.08,100.00,98.13,16.23,100.00,100.00,0.00,0.00,9.10,32.53,2.08,8.94,2.25,18.36,2.91,19.91,6.71,0.35,1.16,0.00,44.24,7.03,100.00,7.83,24,27,32,28,40,34,23,28,29,23,24,34,16,10,5,7,9,393,19,29,26,38,33,41,33,30,32,30,22,28,19,10,14,8,15,427,,3,10,422,7,46,36,37,27,659,33,124,33,626,38,91,44,535,9,13,12,59,138,78,29,17,351,287,0,820,820,715,56,33,626,820,,,,,,113.90,116.41,114.48,98.65,56.35,96.98,96.39,0.737,0.758,0.799,0.751,0.879,0.774
1320530904028,1320530904028,Maruípe / Santa Cecília,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,79.67,1.30,8.50,9.91,95.38,88.51,36.17,12.08,11.29,0.98,0.00,1.24,0.18,1.30,1.01,1.49,7.00,4.10,100.91,101.61,99.27,78.66,90.63,93.27,71.51,38.57,65.55,96.92,49.96,22.28,100.00,98.35,97.92,10.73,0.00,7.71,91.34,86.47,95.08,85.79,84.27,71.07,78.08,73.48,72.73,33.21,575.00,933.33,1336.67,2350.00,3166.67,0.47,0.22,,0.67,0.57,3.06,2.98,36.47,4.77,52.43,13.59,26.91,47.57,63.90,10.74,7.72,1708.15,407.33,6230.25,753.26,1137.85,1764.66,4477.65,1708.15,57.50,87.72,194.32,0.38,0.00,17.10,3.51,1.61,65.21,0.17,5.91,18.75,4.83,75.34,50.70,14.32,11.23,91.15,81.57,36.20,0.32,7.16,41.56,58.07,74.94,2146.03,0.39,,1.02,22.66,67.04,62.94,83.43,,0.00,38.57,10.38,4.92,4.12,99.87,98.81,7.25,100.00,100.00,0.00,0.00,2.14,34.45,1.65,2.97,0.22,11.02,1.71,7.97,0.90,0.00,1.26,0.00,21.03,2.71,100.00,0.00,109,133,150,205,197,177,161,150,168,152,130,121,84,64,49,39,48,2137,92,119,183,208,199,203,171,173,219,208,160,97,105,91,85,81,103,2497,,3,44,2371,50,204,153,162,118,3963,196,746,192,3767,213,550,225,3217,33,38,45,228,628,560,119,98,2189,1798,0,4634,4634,4215,252,196,3767,4603,,,,,,106.54,114.97,109.06,98.35,84.88,97.92,98.41,0.858,0.872,0.880,0.867,0.911,0.862
1320530904029,1320530904029,Maciço Central / Tabuazeiro,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,71.90,2.42,18.70,21.85,90.25,77.54,50.64,5.36,8.84,2.07,1.06,5.88,0.94,6.29,0.00,7.58,19.97,16.22,93.12,102.46,62.16,14.36,86.03,90.83,38.59,6.21,63.56,73.94,20.69,9.01,94.09,94.66,89.86,22.75,2.77,5.07,84.56,52.42,75.89,54.60,49.03,37.31,45.35,31.45,27.81,4.05,161.00,274.29,400.00,575.00,849.75,0.40,2.15,2.84,14.17,23.11,36.65,51.29,29.81,5.45,45.92,15.90,31.41,54.08,82.52,7.50,5.77,422.96,115.32,1260.72,221.03,327.99,479.33,971.15,422.96,39.44,99.72,159.29,0.28,0.25,17.49,12.92,0.15,53.44,1.18,5.54,16.86,0.00,72.88,65.37,3.64,13.78,60.81,37.08,4.44,0.72,9.30,82.58,92.68,97.90,818.95,0.14,,4.56,29.61,66.62,68.05,75.80,,7.50,20.85,19.39,8.51,8.39,99.76,97.91,45.92,99.45,100.00,0.00,3.25,23.89,36.44,5.34,20.48,10.00,29.62,3.77,49.00,13.66,1.01,2.18,0.00,39.05,29.93,83.31,6.34,69,107,68,75,84,70,58,63,35,45,20,81,13,16,4,6,9,823,67,70,84,80,71,69,64,58,42,43,35,75,25,20,13,8,13,837,,8,28,747,32,145,115,107,79,1191,94,307,90,1097,85,213,96,884,25,27,25,161,400,89,70,53,625,461,0,1660,1660,1368,177,94,1097,1660,,,,,,107.94,78.06,101.02,94.91,43.78,90.39,86.41,0.546,0.671,0.678,0.626,0.782,0.638
1320530905001,1320530905001,Praia do Canto / Ilha do Boi / Ilha do Frade / Enseada do Suá,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,81.54,1.11,6.60,7.75,96.36,90.80,36.07,13.17,11.75,0.82,0.00,0.83,0.15,0.87,0.45,0.98,3.22,3.16,90.06,94.01,82.36,116.04,88.09,87.56,72.29,66.22,79.16,97.12,68.16,25.03,100.00,100.00,99.02,6.76,0.00,0.00,87.83,90.22,99.69,96.82,96.38,88.47,94.32,92.23,91.90,69.48,2100.00,3132.00,4625.00,7000.00,10953.33,0.56,0.16,,0.16,,0.30,,48.04,3.85,61.17,11.40,22.40,38.83,63.68,16.86,10.74,6889.45,1326.35,33093.93,2599.15,3791.81,5659.50,21070.44,6889.45,15.19,15.19,90.33,0.57,1.10,10.48,3.52,3.03,69.41,0.62,4.93,23.39,19.06,78.28,33.59,17.41,6.00,99.41,97.77,78.03,0.55,2.50,10.08,15.84,28.34,8116.51,0.57,,0.00,2.07,47.93,66.52,80.71,,,100.00,17.92,4.00,6.75,99.95,98.72,4.73,100.00,100.00,0.00,0.66,0.00,20.84,0.00,0.66,0.00,1.73,0.00,2.04,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,397,451,532,740,748,687,535,511,631,672,581,379,529,380,241,183,205,8402,389,465,626,799,794,810,646,652,790,823,752,359,591,377,309,286,430,9898,,0,14,10110,154,735,524,575,480,15860,661,2697,684,15199,757,2036,840,13163,152,147,158,772,2168,2411,465,341,8685,7260,0,18300,18300,16776,916,661,15199,18290,,,,,,102.41,99.46,101.41,100.00,88.40,98.74,93.74,0.968,0.916,0.958,0.933,0.942,1.000
1320530905002,1320530905002,Enseada do Suá / Santa Helena,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,81.14,1.15,7.00,8.19,96.16,90.33,33.33,11.36,11.82,1.19,0.00,0.78,0.40,0.81,0.00,0.87,4.79,4.89,93.63,102.02,79.31,131.99,90.22,96.70,75.44,70.22,64.32,96.28,72.46,24.74,100.00,100.00,98.62,1.81,0.00,0.68,87.88,94.77,98.30,94.87,94.28,93.95,95.97,90.92,90.04,64.23,1350.00,2005.00,3000.00,4666.67,6000.00,0.46,,,0.08,,1.15,1.11,36.42,5.06,50.84,14.50,28.40,49.16,72.66,10.05,7.01,3586.94,906.76,13064.01,1693.70,2493.20,3722.28,9118.73,3586.94,,127.50,228.05,0.37,0.75,11.50,2.57,4.75,62.91,1.06,8.03,21.45,7.09,80.56,47.63,15.80,7.79,97.17,94.51,67.80,0.24,3.00,13.08,24.34,43.63,4400.24,0.41,,0.00,3.00,50.47,72.46,84.43,,,0.00,11.32,4.40,4.12,100.00,100.00,1.38,100.00,100.00,0.00,0.00,2.47,35.68,0.00,1.33,0.00,3.17,0.00,0.00,0.34,0.00,0.48,0.00,24.87,0.00,100.00,0.00,58,60,54,97,107,108,93,63,86,65,58,51,42,34,26,22,20,1044,51,43,67,103,122,129,76,81,79,100,81,42,66,39,41,29,43,1192,,0,2,1348,25,84,57,67,72,1931,70,321,79,1861,91,251,99,1610,12,16,16,96,250,254,43,41,1056,886,0,2236,2236,2034,103,70,1861,2214,,,,,,107.09,84.12,98.61,100.00,94.77,100.00,94.10,0.949,0.942,0.953,0.944,0.936,0.981
1320530905003,1320530905003,Barro Vermelho / Santa Luíza,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,81.33,1.12,6.80,7.97,96.26,90.56,30.83,8.56,12.29,0.00,0.41,0.43,0.13,0.43,0.00,0.48,1.30,1.68,97.29,94.62,106.07,91.90,89.83,90.39,76.06,60.42,67.63,93.25,69.85,21.03,100.00,97.63,96.60,0.00,0.00,5.20,92.66,100.00,99.27,95.32,94.66,84.40,90.68,90.97,91.01,71.32,2142.86,3200.00,4500.00,7000.00,10000.00,0.43,,,,,0.27,,33.08,5.04,48.74,15.31,29.89,51.26,73.54,8.64,6.37,5166.30,1302.76,17089.49,2652.04,3767.23,5519.93,12589.50,5166.30,,,225.46,0.34,1.45,13.27,2.73,2.66,66.46,0.58,6.41,16.70,20.16,82.18,40.96,15.14,6.91,97.76,95.68,78.38,0.28,3.53,10.10,16.02,30.22,6819.80,0.46,,5.55,2.47,37.97,70.47,79.98,,0.00,100.00,11.06,2.51,7.73,100.00,100.00,0.56,100.00,100.00,0.00,0.00,2.58,32.37,2.37,1.81,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156,205,206,284,294,247,216,210,249,238,207,150,156,88,73,39,40,3058,160,164,245,296,308,339,284,254,313,277,227,150,168,112,79,53,78,3507,,20,6,3759,66,293,214,221,178,5580,246,1031,263,5334,309,785,320,4549,72,61,67,315,854,562,164,134,3033,2492,0,6565,6565,5949,369,246,5334,6565,,,,,,98.21,118.15,102.88,99.23,98.10,98.35,95.95,0.953,0.943,0.961,0.946,0.939,1.000
1320530905004,1320530905004,Praia do Suá,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,71.90,2.42,18.70,21.85,90.25,77.54,47.43,4.83,8.84,0.89,3.30,6.94,1.52,7.30,1.68,8.86,19.97,16.22,93.12,102.46,62.16,14.36,86.03,90.83,38.59,6.21,63.56,73.94,20.69,9.01,94.09,94.66,89.86,22.75,2.77,5.07,84.56,52.42,75.89,54.60,49.03,37.31,45.35,31.45,27.81,4.05,161.00,274.29,400.00,575.00,849.75,0.40,2.15,2.84,14.17,23.11,36.65,51.29,29.81,5.45,45.92,15.90,31.41,54.08,82.52,7.50,5.77,422.96,115.32,1260.72,221.03,327.99,479.33,971.15,422.96,39.44,99.72,159.29,0.28,0.25,17.49,12.92,0.15,53.44,1.18,5.54,16.86,0.00,72.88,65.37,3.64,13.78,60.81,37.08,4.44,0.72,9.30,82.58,92.68,97.90,818.95,0.14,,4.56,29.61,66.62,68.05,75.80,,7.50,20.85,19.39,8.51,8.39,100.00,97.91,45.92,99.45,100.00,0.00,3.25,23.89,36.44,5.34,20.48,10.00,29.62,3.77,49.00,13.66,1.01,2.18,0.00,39.05,29.93,83.31,6.34,60,70,80,76,56,65,45,47,33,41,13,62,18,9,11,2,2,690,63,75,52,81,63,45,63,49,44,40,26,55,18,13,11,11,9,718,,7,27,634,22,112,83,81,74,1023,91,289,88,932,72,198,77,734,27,21,19,129,332,68,75,38,525,392,0,1408,1408,1168,145,91,932,1408,,,,,,107.94,78.06,101.02,94.91,43.78,90.39,86.41,0.546,0.671,0.678,0.626,0.782,0.638
1320530905009,1320530905009,Praia do Suá / Bento Ferreira,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,80.21,1.26,7.90,9.26,95.67,89.19,35.09,12.56,11.43,2.08,0.00,1.43,0.00,1.48,0.00,1.75,6.67,4.55,102.01,109.22,81.95,91.55,94.18,95.98,63.16,46.73,60.16,97.89,55.95,22.46,100.00,98.64,98.44,18.64,0.91,1.46,97.06,81.36,95.54,88.15,87.14,77.58,82.63,79.53,79.11,47.30,733.33,1333.33,2000.00,3000.00,4500.00,0.45,,,0.84,3.49,4.57,10.48,32.67,4.01,48.92,13.49,28.47,51.08,70.61,9.69,7.25,2200.41,441.21,7188.56,1042.55,1648.57,2487.46,5382.25,2200.41,,85.84,169.30,0.37,0.59,16.92,3.35,1.20,62.93,1.52,5.81,18.19,8.71,75.14,50.11,11.26,11.63,93.21,86.72,53.15,0.11,4.09,25.48,41.74,64.84,2715.68,0.36,,0.00,14.05,66.34,67.82,88.36,,,42.38,14.54,4.08,4.39,100.00,99.77,5.34,100.00,100.00,0.00,0.00,6.32,39.84,1.36,5.65,1.11,9.54,0.00,4.88,0.55,0.00,1.15,0.00,11.44,1.70,66.29,0.00,22,27,33,54,41,50,31,36,36,35,30,26,20,11,12,10,16,490,19,29,39,41,62,49,36,37,44,37,44,18,23,20,22,23,18,561,,0,5,594,8,48,39,31,26,910,34,167,45,876,52,133,48,743,7,9,11,43,125,132,29,22,495,415,0,1051,1051,966,56,34,876,1051,,,,,,110.73,122.53,113.85,98.64,81.36,99.00,97.06,0.882,0.890,0.903,0.887,0.920,0.903
1320530905010,1320530905010,Santa Lúcia,320530,Vitória (ES),32,ES,63200,RM Grande Vitória (ES),2010,81.14,1.15,7.00,8.19,96.16,90.33,34.75,14.02,11.82,0.00,0.00,0.85,0.56,0.90,0.00,0.96,4.79,4.89,93.63,102.02,79.31,131.99,90.22,96.70,75.44,70.22,64.32,96.28,72.46,24.74,100.00,100.00,98.62,1.81,0.00,0.68,87.88,94.77,98.30,94.87,94.28,93.95,95.97,90.92,90.04,64.23,1350.00,2005.00,3000.00,4666.67,6000.00,0.46,,,0.08,,1.15,1.11,36.42,5.06,50.84,14.50,28.40,49.16,72.66,10.05,7.01,3586.94,906.76,13064.01,1693.70,2493.20,3722.28,9118.73,3586.94,,127.50,228.05,0.37,0.75,11.50,2.57,4.75,62.91,1.06,8.03,21.45,7.09,80.56,47.63,15.80,7.79,97.17,94.51,67.80,0.24,3.00,13.08,24.34,43.63,4400.24,0.41,,0.00,3.00,50.47,72.46,84.43,,,0.00,11.32,4.40,4.12,100.00,100.00,1.38,100.00,100.00,0.00,0.00,2.47,35.68,0.00,1.33,0.00,3.17,0.00,0.00,0.34,0.00,0.48,0.00,24.87,0.00,100.00,0.00,21,40,54,72,53,31,30,35,44,55,34,25,27,21,15,15,21,593,16,41,60,53,69,37,58,55,73,59,49,14,42,32,33,25,25,741,,0,2,808,6,68,53,50,24,1177,62,239,72,1115,74,177,87,938,7,11,8,41,171,187,41,30,670,557,0,1334,1334,1258,81,62,1115,1334,,,,,,107.09,84.12,98.61,100.00,94.77,100.00,94.10,0.949,0.942,0.953,0.944,0.936,0.981
